Election,Election Date,Precinct Code,Precinct Description,Political Party,Voter Count
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3641,PHILA WD 36 DIV 41,NO AFFILIATION,11
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3641,PHILA WD 36 DIV 41,DEMOCRATIC,85
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3641,PHILA WD 36 DIV 41,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3641,PHILA WD 36 DIV 41,REPUBLICAN,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3701,PHILA WD 37 DIV 01,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3701,PHILA WD 37 DIV 01,DEMOCRATIC,68
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3701,PHILA WD 37 DIV 01,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3702,PHILA WD 37 DIV 02,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3702,PHILA WD 37 DIV 02,DEMOCRATIC,81
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3702,PHILA WD 37 DIV 02,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3703,PHILA WD 37 DIV 03,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3703,PHILA WD 37 DIV 03,DEMOCRATIC,69
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3703,PHILA WD 37 DIV 03,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3703,PHILA WD 37 DIV 03,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3704,PHILA WD 37 DIV 04,NO PARTY,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3704,PHILA WD 37 DIV 04,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3704,PHILA WD 37 DIV 04,DEMOCRATIC,55
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3705,PHILA WD 37 DIV 05,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3705,PHILA WD 37 DIV 05,DEMOCRATIC,102
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3705,PHILA WD 37 DIV 05,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3705,PHILA WD 37 DIV 05,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3705,PHILA WD 37 DIV 05,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3706,PHILA WD 37 DIV 06,DEMOCRATIC,68
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3707,PHILA WD 37 DIV 07,DEMOCRATIC,101
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3707,PHILA WD 37 DIV 07,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3707,PHILA WD 37 DIV 07,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3707,PHILA WD 37 DIV 07,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3708,PHILA WD 37 DIV 08,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3708,PHILA WD 37 DIV 08,DEMOCRATIC,106
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3708,PHILA WD 37 DIV 08,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3708,PHILA WD 37 DIV 08,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3708,PHILA WD 37 DIV 08,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3709,PHILA WD 37 DIV 09,DEMOCRATIC,107
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3709,PHILA WD 37 DIV 09,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3709,PHILA WD 37 DIV 09,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3709,PHILA WD 37 DIV 09,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3710,PHILA WD 37 DIV 10,DEMOCRATIC,168
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3710,PHILA WD 37 DIV 10,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3711,PHILA WD 37 DIV 11,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3711,PHILA WD 37 DIV 11,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3711,PHILA WD 37 DIV 11,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3711,PHILA WD 37 DIV 11,DEMOCRATIC,139
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3712,PHILA WD 37 DIV 12,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3712,PHILA WD 37 DIV 12,DEMOCRATIC,88
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3712,PHILA WD 37 DIV 12,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3713,PHILA WD 37 DIV 13,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3713,PHILA WD 37 DIV 13,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3713,PHILA WD 37 DIV 13,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3713,PHILA WD 37 DIV 13,DEMOCRATIC,98
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3714,PHILA WD 37 DIV 14,NO AFFILIATION,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3714,PHILA WD 37 DIV 14,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3714,PHILA WD 37 DIV 14,DEMOCRATIC,177
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3714,PHILA WD 37 DIV 14,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3715,PHILA WD 37 DIV 15,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3715,PHILA WD 37 DIV 15,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3715,PHILA WD 37 DIV 15,DEMOCRATIC,94
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3716,PHILA WD 37 DIV 16,DEMOCRATIC,66
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3716,PHILA WD 37 DIV 16,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3716,PHILA WD 37 DIV 16,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3717,PHILA WD 37 DIV 17,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3717,PHILA WD 37 DIV 17,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3717,PHILA WD 37 DIV 17,DEMOCRATIC,70
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3717,PHILA WD 37 DIV 17,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3718,PHILA WD 37 DIV 18,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3718,PHILA WD 37 DIV 18,DEMOCRATIC,119
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3718,PHILA WD 37 DIV 18,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3719,PHILA WD 37 DIV 19,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3719,PHILA WD 37 DIV 19,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3719,PHILA WD 37 DIV 19,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3719,PHILA WD 37 DIV 19,DEMOCRATIC,86
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3720,PHILA WD 37 DIV 20,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3720,PHILA WD 37 DIV 20,DEMOCRATIC,84
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3720,PHILA WD 37 DIV 20,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3720,PHILA WD 37 DIV 20,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3721,PHILA WD 37 DIV 21,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3721,PHILA WD 37 DIV 21,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3721,PHILA WD 37 DIV 21,DEMOCRATIC,122
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3801,PHILA WD 38 DIV 01,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3801,PHILA WD 38 DIV 01,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3801,PHILA WD 38 DIV 01,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3801,PHILA WD 38 DIV 01,DEMOCRATIC,101
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3802,PHILA WD 38 DIV 02,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3802,PHILA WD 38 DIV 02,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3802,PHILA WD 38 DIV 02,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3802,PHILA WD 38 DIV 02,DEMOCRATIC,215
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3803,PHILA WD 38 DIV 03,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3803,PHILA WD 38 DIV 03,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3803,PHILA WD 38 DIV 03,DEMOCRATIC,233
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3803,PHILA WD 38 DIV 03,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3804,PHILA WD 38 DIV 04,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3804,PHILA WD 38 DIV 04,DEMOCRATIC,136
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3804,PHILA WD 38 DIV 04,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3804,PHILA WD 38 DIV 04,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3805,PHILA WD 38 DIV 05,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3805,PHILA WD 38 DIV 05,DEMOCRATIC,141
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3806,PHILA WD 38 DIV 06,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3806,PHILA WD 38 DIV 06,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3806,PHILA WD 38 DIV 06,DEMOCRATIC,181
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3806,PHILA WD 38 DIV 06,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3806,PHILA WD 38 DIV 06,CONSTITUTIONAL,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3807,PHILA WD 38 DIV 07,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3807,PHILA WD 38 DIV 07,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3807,PHILA WD 38 DIV 07,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3807,PHILA WD 38 DIV 07,OTHER,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3807,PHILA WD 38 DIV 07,DEMOCRATIC,184
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3808,PHILA WD 38 DIV 08,DEMOCRATIC,184
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3808,PHILA WD 38 DIV 08,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3809,PHILA WD 38 DIV 09,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3809,PHILA WD 38 DIV 09,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3809,PHILA WD 38 DIV 09,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3809,PHILA WD 38 DIV 09,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3809,PHILA WD 38 DIV 09,DEMOCRATIC,226
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3810,PHILA WD 38 DIV 10,DEMOCRATIC,190
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3810,PHILA WD 38 DIV 10,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3810,PHILA WD 38 DIV 10,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3811,PHILA WD 38 DIV 11,DEMOCRATIC,190
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3811,PHILA WD 38 DIV 11,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3811,PHILA WD 38 DIV 11,REPUBLICAN,14
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3812,PHILA WD 38 DIV 12,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3812,PHILA WD 38 DIV 12,DEMOCRATIC,120
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3812,PHILA WD 38 DIV 12,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3812,PHILA WD 38 DIV 12,REPUBLICAN,12
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3813,PHILA WD 38 DIV 13,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3813,PHILA WD 38 DIV 13,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3813,PHILA WD 38 DIV 13,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3813,PHILA WD 38 DIV 13,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3813,PHILA WD 38 DIV 13,REPUBLICAN,18
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3813,PHILA WD 38 DIV 13,DEMOCRATIC,212
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3814,PHILA WD 38 DIV 14,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3814,PHILA WD 38 DIV 14,REPUBLICAN,11
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3814,PHILA WD 38 DIV 14,DEMOCRATIC,119
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3814,PHILA WD 38 DIV 14,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3815,PHILA WD 38 DIV 15,REPUBLICAN,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3815,PHILA WD 38 DIV 15,DEMOCRATIC,124
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3815,PHILA WD 38 DIV 15,INDEPENDENT REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3815,PHILA WD 38 DIV 15,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3816,PHILA WD 38 DIV 16,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3816,PHILA WD 38 DIV 16,REPUBLICAN,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3816,PHILA WD 38 DIV 16,DEMOCRATIC,135
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3816,PHILA WD 38 DIV 16,NO AFFILIATION,13
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3817,PHILA WD 38 DIV 17,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3817,PHILA WD 38 DIV 17,DEMOCRATIC,158
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3817,PHILA WD 38 DIV 17,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3817,PHILA WD 38 DIV 17,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3817,PHILA WD 38 DIV 17,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3818,PHILA WD 38 DIV 18,REPUBLICAN,13
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3818,PHILA WD 38 DIV 18,DEMOCRATIC,202
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3818,PHILA WD 38 DIV 18,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3818,PHILA WD 38 DIV 18,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3819,PHILA WD 38 DIV 19,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3819,PHILA WD 38 DIV 19,DEMOCRATIC,102
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3819,PHILA WD 38 DIV 19,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3819,PHILA WD 38 DIV 19,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3820,PHILA WD 38 DIV 20,DEMOCRATIC,87
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3820,PHILA WD 38 DIV 20,REPUBLICAN,14
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3820,PHILA WD 38 DIV 20,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3821,PHILA WD 38 DIV 21,DEMOCRATIC,176
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3821,PHILA WD 38 DIV 21,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3821,PHILA WD 38 DIV 21,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3901,PHILA WD 39 DIV 01,OTHER,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3901,PHILA WD 39 DIV 01,DEMOCRATIC,126
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3901,PHILA WD 39 DIV 01,REPUBLICAN,12
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3901,PHILA WD 39 DIV 01,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3902,PHILA WD 39 DIV 02,DEMOCRATIC,131
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3902,PHILA WD 39 DIV 02,REPUBLICAN,14
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3902,PHILA WD 39 DIV 02,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3902,PHILA WD 39 DIV 02,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3903,PHILA WD 39 DIV 03,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3903,PHILA WD 39 DIV 03,DEMOCRATIC,268
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3903,PHILA WD 39 DIV 03,REPUBLICAN,9
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3904,PHILA WD 39 DIV 04,REPUBLICAN,11
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3904,PHILA WD 39 DIV 04,DEMOCRATIC,95
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3904,PHILA WD 39 DIV 04,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3905,PHILA WD 39 DIV 05,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3905,PHILA WD 39 DIV 05,DEMOCRATIC,117
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3905,PHILA WD 39 DIV 05,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3906,PHILA WD 39 DIV 06,CONSTITUTION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3906,PHILA WD 39 DIV 06,DEMOCRATIC,275
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3906,PHILA WD 39 DIV 06,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3906,PHILA WD 39 DIV 06,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3906,PHILA WD 39 DIV 06,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3907,PHILA WD 39 DIV 07,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3907,PHILA WD 39 DIV 07,REPUBLICAN,17
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3907,PHILA WD 39 DIV 07,DEMOCRATIC,419
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3907,PHILA WD 39 DIV 07,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3908,PHILA WD 39 DIV 08,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3908,PHILA WD 39 DIV 08,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3908,PHILA WD 39 DIV 08,DEMOCRATIC,212
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3908,PHILA WD 39 DIV 08,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3908,PHILA WD 39 DIV 08,REPUBLICAN,12
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3909,PHILA WD 39 DIV 09,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3909,PHILA WD 39 DIV 09,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3909,PHILA WD 39 DIV 09,DEMOCRATIC,123
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3909,PHILA WD 39 DIV 09,AMERICAN LABOR,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3910,PHILA WD 39 DIV 10,NO AFFILIATION,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3910,PHILA WD 39 DIV 10,DEMOCRATIC,147
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3910,PHILA WD 39 DIV 10,REPUBLICAN,9
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3910,PHILA WD 39 DIV 10,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3911,PHILA WD 39 DIV 11,DEMOCRATIC,68
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3911,PHILA WD 39 DIV 11,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3911,PHILA WD 39 DIV 11,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3911,PHILA WD 39 DIV 11,NO AFFILIATION,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3912,PHILA WD 39 DIV 12,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3912,PHILA WD 39 DIV 12,DEMOCRATIC,93
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3912,PHILA WD 39 DIV 12,REPUBLICAN,14
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3912,PHILA WD 39 DIV 12,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3913,PHILA WD 39 DIV 13,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3913,PHILA WD 39 DIV 13,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3913,PHILA WD 39 DIV 13,REPUBLICAN,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3913,PHILA WD 39 DIV 13,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3913,PHILA WD 39 DIV 13,DEMOCRATIC,130
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3914,PHILA WD 39 DIV 14,DEMOCRATIC,103
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3914,PHILA WD 39 DIV 14,REPUBLICAN,42
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3915,PHILA WD 39 DIV 15,DEMOCRATIC,346
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3915,PHILA WD 39 DIV 15,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3915,PHILA WD 39 DIV 15,REPUBLICAN,16
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3916,PHILA WD 39 DIV 16,DEMOCRATIC,49
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3916,PHILA WD 39 DIV 16,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3916,PHILA WD 39 DIV 16,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3916,PHILA WD 39 DIV 16,REPUBLICAN,11
